fecha,año,mes,mes_nombre,insumo,indice,categoria
2020-07-01,2020,7,Julio,25-4-24,102.36,Fertilizante compuesto
2020-07-01,2020,7,Julio,28-4-0-6,95.57,Fertilizante compuesto
2020-07-01,2020,7,Julio,31-8-8,100.38,Fertilizante compuesto
2020-07-01,2020,7,Julio,DAP 18-46,100.04,Fertilizante simple
2020-07-01,2020,7,Julio,KCL 0-0-60,106.66,Fertilizante simple
2020-07-01,2020,7,Julio,SAM,103.48,Fertilizante simple
2020-07-01,2020,7,Julio,Urea 46%,104.29,Fertilizante simple
2020-07-01,2020,7,Julio,Urea sulfato,108.49,Fertilizante simple
2020-07-01,2020,7,Julio,Azoxistrobin + difenoconazol,97.97,Fungicida
2020-07-01,2020,7,Julio,Clorotalonil,98.2,Fungicida
2020-07-01,2020,7,Julio,Difenoconazol,97.67,Fungicida
2020-07-01,2020,7,Julio,Dimetomorf,94.53,Fungicida
2020-07-01,2020,7,Julio,Mancozeb,99.64,Fungicida
2020-07-01,2020,7,Julio,Mancozeb + cimoxanil,97.26,Fungicida
2020-07-01,2020,7,Julio,Mancozeb + metalaxil-m,98.89,Fungicida
2020-07-01,2020,7,Julio,Propineb + fluopicolide,93.43,Fungicida
2020-07-01,2020,7,Julio,Tebuconazol + trifloxistrobin,98.76,Fungicida
2020-07-01,2020,7,Julio,"2,4-D",99.63,Herbicida
2020-07-01,2020,7,Julio,"2,4-D + picloram",98.2,Herbicida
2020-07-01,2020,7,Julio,"Aminopiralid + 2,4-D",98.78,Herbicida
2020-07-01,2020,7,Julio,Diuron,98.01,Herbicida
2020-07-01,2020,7,Julio,Glifosato,99.2,Herbicida
2020-07-01,2020,7,Julio,Glufosinato de amonio,102.28,Herbicida
2020-07-01,2020,7,Julio,Metsulfuron metil,101.71,Herbicida
2020-07-01,2020,7,Julio,Oxadiazon,102.34,Herbicida
2020-07-01,2020,7,Julio,Paraquat,98.32,Herbicida
2020-07-01,2020,7,Julio,Pendimetalin,90.29,Herbicida
2020-07-01,2020,7,Julio,Picloram,98.06,Herbicida
2020-07-01,2020,7,Julio,Propanil,99.26,Herbicida
2020-07-01,2020,7,Julio,Abamectina,97.63,Insecticida
2020-07-01,2020,7,Julio,Cipermetrina,98.3,Insecticida
2020-07-01,2020,7,Julio,Clorpirifos,96.04,Insecticida
2020-07-01,2020,7,Julio,Fipronil,98.49,Insecticida
2020-07-01,2020,7,Julio,Imidacloprid,99.1,Insecticida
2020-07-01,2020,7,Julio,Metomil,97.14,Insecticida
2020-07-01,2020,7,Julio,Profenofos,96.37,Insecticida
2020-07-01,2020,7,Julio,Profenofos + cipermetrina,98.51,Insecticida
2020-07-01,2020,7,Julio,Tiametoxam + lambdacihalotrina,99.02,Insecticida
2020-08-01,2020,8,Agosto,10-20-30,98.72,Fertilizante compuesto
2020-08-01,2020,8,Agosto,12-24-12,100.38,Fertilizante compuesto
2020-08-01,2020,8,Agosto,13-26-6,98.58,Fertilizante compuesto
2020-08-01,2020,8,Agosto,15-15-15,98.35,Fertilizante compuesto
2020-08-01,2020,8,Agosto,15-4-23,98.41,Fertilizante compuesto
2020-08-01,2020,8,Agosto,17-6-18-2,99.29,Fertilizante compuesto
2020-08-01,2020,8,Agosto,18-18-18,105.39,Fertilizante compuesto
2020-08-01,2020,8,Agosto,25-4-24,100.68,Fertilizante compuesto
2020-08-01,2020,8,Agosto,28-4-0-6,95.68,Fertilizante compuesto
2020-08-01,2020,8,Agosto,31-8-8,99.36,Fertilizante compuesto
2020-08-01,2020,8,Agosto,DAP 18-46,98.24,Fertilizante simple
2020-08-01,2020,8,Agosto,KCL 0-0-60,106.31,Fertilizante simple
2020-08-01,2020,8,Agosto,SAM,101.59,Fertilizante simple
2020-08-01,2020,8,Agosto,Urea 46%,102.95,Fertilizante simple
2020-08-01,2020,8,Agosto,Urea sulfato,102.02,Fertilizante simple
2020-08-01,2020,8,Agosto,Azoxistrobin + difenoconazol,98.65,Fungicida
2020-08-01,2020,8,Agosto,Clorotalonil,98.49,Fungicida
2020-08-01,2020,8,Agosto,Difenoconazol,98.62,Fungicida
2020-08-01,2020,8,Agosto,Dimetomorf,94.92,Fungicida
2020-08-01,2020,8,Agosto,Mancozeb,99.33,Fungicida
2020-08-01,2020,8,Agosto,Mancozeb + cimoxanil,97.82,Fungicida
2020-08-01,2020,8,Agosto,Mancozeb + metalaxil-m,99.3,Fungicida
2020-08-01,2020,8,Agosto,Propineb + fluopicolide,94.85,Fungicida
2020-08-01,2020,8,Agosto,Tebuconazol + trifloxistrobin,100.06,Fungicida
2020-08-01,2020,8,Agosto,"2,4-D",98.49,Herbicida
2020-08-01,2020,8,Agosto,"2,4-D + picloram",100.2,Herbicida
2020-08-01,2020,8,Agosto,"Aminopiralid + 2,4-D",99.3,Herbicida
2020-08-01,2020,8,Agosto,Diuron,98.8,Herbicida
2020-08-01,2020,8,Agosto,Glifosato,100.02,Herbicida
2020-08-01,2020,8,Agosto,Glufosinato de amonio,102.95,Herbicida
2020-08-01,2020,8,Agosto,Metsulfuron metil,101.96,Herbicida
2020-08-01,2020,8,Agosto,Oxadiazon,102.34,Herbicida
2020-08-01,2020,8,Agosto,Paraquat,98.89,Herbicida
2020-08-01,2020,8,Agosto,Pendimetalin,94.13,Herbicida
2020-08-01,2020,8,Agosto,Picloram,98.29,Herbicida
2020-08-01,2020,8,Agosto,Propanil,98.65,Herbicida
2020-08-01,2020,8,Agosto,Abamectina,98.14,Insecticida
2020-08-01,2020,8,Agosto,Cipermetrina,100.38,Insecticida
2020-08-01,2020,8,Agosto,Clorpirifos,96.59,Insecticida
2020-08-01,2020,8,Agosto,Fipronil,99.62,Insecticida
2020-08-01,2020,8,Agosto,Imidacloprid,99.27,Insecticida
2020-08-01,2020,8,Agosto,Metomil,98.41,Insecticida
2020-08-01,2020,8,Agosto,Profenofos,97.45,Insecticida
2020-08-01,2020,8,Agosto,Profenofos + cipermetrina,99.13,Insecticida
2020-08-01,2020,8,Agosto,Tiametoxam + lambdacihalotrina,99.15,Insecticida
2020-09-01,2020,9,Septiembre,10-20-30,97.17,Fertilizante compuesto
2020-09-01,2020,9,Septiembre,12-24-12,98.63,Fertilizante compuesto
2020-09-01,2020,9,Septiembre,13-26-6,97.8,Fertilizante compuesto
2020-09-01,2020,9,Septiembre,15-15-15,97.59,Fertilizante compuesto
2020-09-01,2020,9,Septiembre,15-4-23,97.06,Fertilizante compuesto
2020-09-01,2020,9,Septiembre,17-6-18-2,99.32,Fertilizante compuesto
2020-09-01,2020,9,Septiembre,18-18-18,102.19,Fertilizante compuesto
2020-09-01,2020,9,Septiembre,25-4-24,98.16,Fertilizante compuesto
2020-09-01,2020,9,Septiembre,28-4-0-6,95.19,Fertilizante compuesto
2020-09-01,2020,9,Septiembre,31-8-8,99.26,Fertilizante compuesto
2020-09-01,2020,9,Septiembre,DAP 18-46,97.31,Fertilizante simple
2020-09-01,2020,9,Septiembre,KCL 0-0-60,103.09,Fertilizante simple
2020-09-01,2020,9,Septiembre,SAM,99.72,Fertilizante simple
2020-09-01,2020,9,Septiembre,Urea 46%,101.8,Fertilizante simple
2020-09-01,2020,9,Septiembre,Urea sulfato,102.21,Fertilizante simple
2020-09-01,2020,9,Septiembre,Azoxistrobin + difenoconazol,98.55,Fungicida
2020-09-01,2020,9,Septiembre,Clorotalonil,97.91,Fungicida
2020-09-01,2020,9,Septiembre,Difenoconazol,98.82,Fungicida
2020-09-01,2020,9,Septiembre,Dimetomorf,96.65,Fungicida
2020-09-01,2020,9,Septiembre,Mancozeb,98.05,Fungicida
2020-09-01,2020,9,Septiembre,Mancozeb + cimoxanil,98.58,Fungicida
2020-09-01,2020,9,Septiembre,Mancozeb + metalaxil-m,99.65,Fungicida
2020-09-01,2020,9,Septiembre,Propineb + fluopicolide,96.54,Fungicida
2020-09-01,2020,9,Septiembre,Tebuconazol + trifloxistrobin,99.87,Fungicida
2020-09-01,2020,9,Septiembre,"2,4-D",99.02,Herbicida
2020-09-01,2020,9,Septiembre,"2,4-D + picloram",100.6,Herbicida
2020-09-01,2020,9,Septiembre,"Aminopiralid + 2,4-D",99.22,Herbicida
2020-09-01,2020,9,Septiembre,Diuron,99.08,Herbicida
2020-09-01,2020,9,Septiembre,Glifosato,99.62,Herbicida
2020-09-01,2020,9,Septiembre,Glufosinato de amonio,101.04,Herbicida
2020-09-01,2020,9,Septiembre,Metsulfuron metil,102.23,Herbicida
2020-09-01,2020,9,Septiembre,Oxadiazon,100.24,Herbicida
2020-09-01,2020,9,Septiembre,Paraquat,99.21,Herbicida
2020-09-01,2020,9,Septiembre,Pendimetalin,93.61,Herbicida
2020-09-01,2020,9,Septiembre,Picloram,98.2,Herbicida
2020-09-01,2020,9,Septiembre,Propanil,98.71,Herbicida
2020-09-01,2020,9,Septiembre,Abamectina,98.61,Insecticida
2020-09-01,2020,9,Septiembre,Cipermetrina,99.25,Insecticida
2020-09-01,2020,9,Septiembre,Clorpirifos,97.31,Insecticida
2020-09-01,2020,9,Septiembre,Fipronil,100.14,Insecticida
2020-09-01,2020,9,Septiembre,Imidacloprid,99.21,Insecticida
2020-09-01,2020,9,Septiembre,Metomil,98.9,Insecticida
2020-09-01,2020,9,Septiembre,Profenofos,98.67,Insecticida
2020-09-01,2020,9,Septiembre,Profenofos + cipermetrina,99.67,Insecticida
2020-09-01,2020,9,Septiembre,Tiametoxam + lambdacihalotrina,98.99,Insecticida
2020-10-01,2020,10,Octubre,10-20-30,98.14,Fertilizante compuesto
2020-10-01,2020,10,Octubre,12-24-12,97.81,Fertilizante compuesto
2020-10-01,2020,10,Octubre,13-26-6,98.1,Fertilizante compuesto
2020-10-01,2020,10,Octubre,15-15-15,97.96,Fertilizante compuesto
2020-10-01,2020,10,Octubre,15-4-23,97.31,Fertilizante compuesto
2020-10-01,2020,10,Octubre,17-6-18-2,98.54,Fertilizante compuesto
2020-10-01,2020,10,Octubre,18-18-18,98.99,Fertilizante compuesto
2020-10-01,2020,10,Octubre,25-4-24,97.87,Fertilizante compuesto
2020-10-01,2020,10,Octubre,28-4-0-6,95.1,Fertilizante compuesto
2020-10-01,2020,10,Octubre,31-8-8,98.24,Fertilizante compuesto
2020-10-01,2020,10,Octubre,DAP 18-46,96.86,Fertilizante simple
2020-10-01,2020,10,Octubre,KCL 0-0-60,101.48,Fertilizante simple
2020-10-01,2020,10,Octubre,SAM,99.84,Fertilizante simple
2020-10-01,2020,10,Octubre,Urea 46%,99.04,Fertilizante simple
2020-10-01,2020,10,Octubre,Urea sulfato,97.1,Fertilizante simple
2020-10-01,2020,10,Octubre,Azoxistrobin + difenoconazol,99.43,Fungicida
2020-10-01,2020,10,Octubre,Clorotalonil,98.48,Fungicida
2020-10-01,2020,10,Octubre,Difenoconazol,99.1,Fungicida
2020-10-01,2020,10,Octubre,Dimetomorf,98.36,Fungicida
2020-10-01,2020,10,Octubre,Mancozeb,98.82,Fungicida
2020-10-01,2020,10,Octubre,Mancozeb + cimoxanil,98.52,Fungicida
2020-10-01,2020,10,Octubre,Mancozeb + metalaxil-m,100.07,Fungicida
2020-10-01,2020,10,Octubre,Propineb + fluopicolide,98.44,Fungicida
2020-10-01,2020,10,Octubre,Tebuconazol + trifloxistrobin,100.1,Fungicida
2020-10-01,2020,10,Octubre,"2,4-D",99.66,Herbicida
2020-10-01,2020,10,Octubre,"2,4-D + picloram",99.8,Herbicida
2020-10-01,2020,10,Octubre,"Aminopiralid + 2,4-D",99.81,Herbicida
2020-10-01,2020,10,Octubre,Diuron,98.41,Herbicida
2020-10-01,2020,10,Octubre,Glifosato,99.55,Herbicida
2020-10-01,2020,10,Octubre,Glufosinato de amonio,99.86,Herbicida
2020-10-01,2020,10,Octubre,Metsulfuron metil,101.85,Herbicida
2020-10-01,2020,10,Octubre,Oxadiazon,100.71,Herbicida
2020-10-01,2020,10,Octubre,Paraquat,99.65,Herbicida
2020-10-01,2020,10,Octubre,Pendimetalin,104.44,Herbicida
2020-10-01,2020,10,Octubre,Picloram,98.54,Herbicida
2020-10-01,2020,10,Octubre,Propanil,95.53,Herbicida
2020-10-01,2020,10,Octubre,Abamectina,99.83,Insecticida
2020-10-01,2020,10,Octubre,Cipermetrina,99.47,Insecticida
2020-10-01,2020,10,Octubre,Clorpirifos,97.76,Insecticida
2020-10-01,2020,10,Octubre,Fipronil,100.12,Insecticida
2020-10-01,2020,10,Octubre,Imidacloprid,100.22,Insecticida
2020-10-01,2020,10,Octubre,Metomil,99.41,Insecticida
2020-10-01,2020,10,Octubre,Profenofos,99.3,Insecticida
2020-10-01,2020,10,Octubre,Profenofos + cipermetrina,99.65,Insecticida
2020-10-01,2020,10,Octubre,Tiametoxam + lambdacihalotrina,99.39,Insecticida
2020-11-01,2020,11,Noviembre,10-20-30,97.69,Fertilizante compuesto
2020-11-01,2020,11,Noviembre,12-24-12,99.5,Fertilizante compuesto
2020-11-01,2020,11,Noviembre,13-26-6,98.48,Fertilizante compuesto
2020-11-01,2020,11,Noviembre,15-15-15,98.58,Fertilizante compuesto
2020-11-01,2020,11,Noviembre,15-4-23,98.43,Fertilizante compuesto
2020-11-01,2020,11,Noviembre,17-6-18-2,100.12,Fertilizante compuesto
2020-11-01,2020,11,Noviembre,18-18-18,99.66,Fertilizante compuesto
2020-11-01,2020,11,Noviembre,25-4-24,97.84,Fertilizante compuesto
2020-11-01,2020,11,Noviembre,28-4-0-6,95.7,Fertilizante compuesto
2020-11-01,2020,11,Noviembre,31-8-8,95.73,Fertilizante compuesto
2020-11-01,2020,11,Noviembre,DAP 18-46,97.96,Fertilizante simple
2020-11-01,2020,11,Noviembre,KCL 0-0-60,100.44,Fertilizante simple
2020-11-01,2020,11,Noviembre,SAM,99.36,Fertilizante simple
2020-11-01,2020,11,Noviembre,Urea 46%,99.03,Fertilizante simple
2020-11-01,2020,11,Noviembre,Urea sulfato,102.29,Fertilizante simple
2020-11-01,2020,11,Noviembre,Azoxistrobin + difenoconazol,99.68,Fungicida
2020-11-01,2020,11,Noviembre,Clorotalonil,99.76,Fungicida
2020-11-01,2020,11,Noviembre,Difenoconazol,99.43,Fungicida
2020-11-01,2020,11,Noviembre,Dimetomorf,98.72,Fungicida
2020-11-01,2020,11,Noviembre,Mancozeb,98.39,Fungicida
2020-11-01,2020,11,Noviembre,Mancozeb + cimoxanil,99.11,Fungicida
2020-11-01,2020,11,Noviembre,Mancozeb + metalaxil-m,100.19,Fungicida
2020-11-01,2020,11,Noviembre,Propineb + fluopicolide,98.6,Fungicida
2020-11-01,2020,11,Noviembre,Tebuconazol + trifloxistrobin,100.04,Fungicida
2020-11-01,2020,11,Noviembre,"2,4-D",100.36,Herbicida
2020-11-01,2020,11,Noviembre,"2,4-D + picloram",100.14,Herbicida
2020-11-01,2020,11,Noviembre,"Aminopiralid + 2,4-D",99.74,Herbicida
2020-11-01,2020,11,Noviembre,Diuron,99.1,Herbicida
2020-11-01,2020,11,Noviembre,Glifosato,99.65,Herbicida
2020-11-01,2020,11,Noviembre,Glufosinato de amonio,100.75,Herbicida
2020-11-01,2020,11,Noviembre,Metsulfuron metil,101.25,Herbicida
2020-11-01,2020,11,Noviembre,Oxadiazon,100.8,Herbicida
2020-11-01,2020,11,Noviembre,Paraquat,99.72,Herbicida
2020-11-01,2020,11,Noviembre,Pendimetalin,100.0,Herbicida
2020-11-01,2020,11,Noviembre,Picloram,99.05,Herbicida
2020-11-01,2020,11,Noviembre,Propanil,97.22,Herbicida
2020-11-01,2020,11,Noviembre,Abamectina,100.47,Insecticida
2020-11-01,2020,11,Noviembre,Cipermetrina,100.55,Insecticida
2020-11-01,2020,11,Noviembre,Clorpirifos,98.53,Insecticida
2020-11-01,2020,11,Noviembre,Fipronil,99.62,Insecticida
2020-11-01,2020,11,Noviembre,Imidacloprid,100.55,Insecticida
2020-11-01,2020,11,Noviembre,Metomil,99.99,Insecticida
2020-11-01,2020,11,Noviembre,Profenofos,100.5,Insecticida
2020-11-01,2020,11,Noviembre,Profenofos + cipermetrina,99.7,Insecticida
2020-11-01,2020,11,Noviembre,Tiametoxam + lambdacihalotrina,99.78,Insecticida
2020-12-01,2020,12,Diciembre,10-20-30,99.82,Fertilizante compuesto
2020-12-01,2020,12,Diciembre,12-24-12,100.32,Fertilizante compuesto
2020-12-01,2020,12,Diciembre,13-26-6,99.19,Fertilizante compuesto
2020-12-01,2020,12,Diciembre,15-15-15,99.35,Fertilizante compuesto
2020-12-01,2020,12,Diciembre,15-4-23,99.21,Fertilizante compuesto
2020-12-01,2020,12,Diciembre,17-6-18-2,98.79,Fertilizante compuesto
2020-12-01,2020,12,Diciembre,18-18-18,101.14,Fertilizante compuesto
2020-12-01,2020,12,Diciembre,25-4-24,98.08,Fertilizante compuesto
2020-12-01,2020,12,Diciembre,28-4-0-6,101.5,Fertilizante compuesto
2020-12-01,2020,12,Diciembre,31-8-8,97.07,Fertilizante compuesto
2020-12-01,2020,12,Diciembre,DAP 18-46,99.79,Fertilizante simple
2020-12-01,2020,12,Diciembre,KCL 0-0-60,100.23,Fertilizante simple
2020-12-01,2020,12,Diciembre,SAM,98.78,Fertilizante simple
2020-12-01,2020,12,Diciembre,Urea 46%,98.56,Fertilizante simple
2020-12-01,2020,12,Diciembre,Urea sulfato,103.43,Fertilizante simple
2020-12-01,2020,12,Diciembre,Azoxistrobin + difenoconazol,99.38,Fungicida
2020-12-01,2020,12,Diciembre,Clorotalonil,99.91,Fungicida
2020-12-01,2020,12,Diciembre,Difenoconazol,100.15,Fungicida
2020-12-01,2020,12,Diciembre,Dimetomorf,98.98,Fungicida
2020-12-01,2020,12,Diciembre,Mancozeb,99.02,Fungicida
2020-12-01,2020,12,Diciembre,Mancozeb + cimoxanil,99.43,Fungicida
2020-12-01,2020,12,Diciembre,Mancozeb + metalaxil-m,100.5,Fungicida
2020-12-01,2020,12,Diciembre,Propineb + fluopicolide,99.02,Fungicida
2020-12-01,2020,12,Diciembre,Tebuconazol + trifloxistrobin,99.94,Fungicida
2020-12-01,2020,12,Diciembre,"2,4-D",100.71,Herbicida
2020-12-01,2020,12,Diciembre,"2,4-D + picloram",100.22,Herbicida
2020-12-01,2020,12,Diciembre,"Aminopiralid + 2,4-D",99.84,Herbicida
2020-12-01,2020,12,Diciembre,Diuron,99.68,Herbicida
2020-12-01,2020,12,Diciembre,Glifosato,99.74,Herbicida
2020-12-01,2020,12,Diciembre,Glufosinato de amonio,99.75,Herbicida
2020-12-01,2020,12,Diciembre,Metsulfuron metil,101.1,Herbicida
2020-12-01,2020,12,Diciembre,Oxadiazon,100.86,Herbicida
2020-12-01,2020,12,Diciembre,Paraquat,99.63,Herbicida
2020-12-01,2020,12,Diciembre,Pendimetalin,100.0,Herbicida
2020-12-01,2020,12,Diciembre,Picloram,99.19,Herbicida
2020-12-01,2020,12,Diciembre,Propanil,97.41,Herbicida
2020-12-01,2020,12,Diciembre,Abamectina,100.46,Insecticida
2020-12-01,2020,12,Diciembre,Cipermetrina,99.3,Insecticida
2020-12-01,2020,12,Diciembre,Clorpirifos,99.39,Insecticida
2020-12-01,2020,12,Diciembre,Fipronil,99.65,Insecticida
2020-12-01,2020,12,Diciembre,Imidacloprid,100.8,Insecticida
2020-12-01,2020,12,Diciembre,Metomil,99.9,Insecticida
2020-12-01,2020,12,Diciembre,Profenofos,100.01,Insecticida
2020-12-01,2020,12,Diciembre,Profenofos + cipermetrina,99.65,Insecticida
2020-12-01,2020,12,Diciembre,Tiametoxam + lambdacihalotrina,99.54,Insecticida
2021-01-01,2021,1,Enero,10-20-30,100.0,Fertilizante compuesto
2021-01-01,2021,1,Enero,12-24-12,100.0,Fertilizante compuesto
2021-01-01,2021,1,Enero,13-26-6,100.0,Fertilizante compuesto
2021-01-01,2021,1,Enero,15-15-15,100.0,Fertilizante compuesto
2021-01-01,2021,1,Enero,15-4-23,100.0,Fertilizante compuesto
2021-01-01,2021,1,Enero,17-6-18-2,100.0,Fertilizante compuesto
2021-01-01,2021,1,Enero,18-18-18,100.0,Fertilizante compuesto
2021-01-01,2021,1,Enero,25-4-24,100.0,Fertilizante compuesto
2021-01-01,2021,1,Enero,28-4-0-6,100.0,Fertilizante compuesto
2021-01-01,2021,1,Enero,31-8-8,100.0,Fertilizante compuesto
2021-01-01,2021,1,Enero,DAP 18-46,100.0,Fertilizante simple
2021-01-01,2021,1,Enero,KCL 0-0-60,100.0,Fertilizante simple
2021-01-01,2021,1,Enero,SAM,100.0,Fertilizante simple
2021-01-01,2021,1,Enero,Urea 46%,100.0,Fertilizante simple
2021-01-01,2021,1,Enero,Urea sulfato,100.0,Fertilizante simple
2021-01-01,2021,1,Enero,Azoxistrobin + difenoconazol,100.0,Fungicida
2021-01-01,2021,1,Enero,Clorotalonil,100.0,Fungicida
2021-01-01,2021,1,Enero,Difenoconazol,100.0,Fungicida
2021-01-01,2021,1,Enero,Dimetomorf,100.0,Fungicida
2021-01-01,2021,1,Enero,Mancozeb,100.0,Fungicida
2021-01-01,2021,1,Enero,Mancozeb + cimoxanil,100.0,Fungicida
2021-01-01,2021,1,Enero,Mancozeb + metalaxil-m,100.0,Fungicida
2021-01-01,2021,1,Enero,Propineb + fluopicolide,100.0,Fungicida
2021-01-01,2021,1,Enero,Tebuconazol + trifloxistrobin,100.0,Fungicida
2021-01-01,2021,1,Enero,"2,4-D",100.0,Herbicida
2021-01-01,2021,1,Enero,"2,4-D + picloram",100.0,Herbicida
2021-01-01,2021,1,Enero,"Aminopiralid + 2,4-D",100.0,Herbicida
2021-01-01,2021,1,Enero,Diuron,100.0,Herbicida
2021-01-01,2021,1,Enero,Glifosato,100.0,Herbicida
2021-01-01,2021,1,Enero,Glufosinato de amonio,100.0,Herbicida
2021-01-01,2021,1,Enero,Metsulfuron metil,100.0,Herbicida
2021-01-01,2021,1,Enero,Oxadiazon,100.0,Herbicida
2021-01-01,2021,1,Enero,Paraquat,100.0,Herbicida
2021-01-01,2021,1,Enero,Pendimetalin,100.0,Herbicida
2021-01-01,2021,1,Enero,Picloram,100.0,Herbicida
2021-01-01,2021,1,Enero,Propanil,100.0,Herbicida
2021-01-01,2021,1,Enero,Abamectina,100.0,Insecticida
2021-01-01,2021,1,Enero,Cipermetrina,100.0,Insecticida
2021-01-01,2021,1,Enero,Clorpirifos,100.0,Insecticida
2021-01-01,2021,1,Enero,Fipronil,100.0,Insecticida
2021-01-01,2021,1,Enero,Imidacloprid,100.0,Insecticida
2021-01-01,2021,1,Enero,Metomil,100.0,Insecticida
2021-01-01,2021,1,Enero,Profenofos,100.0,Insecticida
2021-01-01,2021,1,Enero,Profenofos + cipermetrina,100.0,Insecticida
2021-01-01,2021,1,Enero,Tiametoxam + lambdacihalotrina,100.0,Insecticida
2021-02-01,2021,2,Febrero,10-20-30,101.7,Fertilizante compuesto
2021-02-01,2021,2,Febrero,12-24-12,101.9,Fertilizante compuesto
2021-02-01,2021,2,Febrero,13-26-6,101.05,Fertilizante compuesto
2021-02-01,2021,2,Febrero,15-15-15,101.04,Fertilizante compuesto
2021-02-01,2021,2,Febrero,15-4-23,101.69,Fertilizante compuesto
2021-02-01,2021,2,Febrero,17-6-18-2,100.93,Fertilizante compuesto
2021-02-01,2021,2,Febrero,18-18-18,102.55,Fertilizante compuesto
2021-02-01,2021,2,Febrero,25-4-24,101.58,Fertilizante compuesto
2021-02-01,2021,2,Febrero,28-4-0-6,105.54,Fertilizante compuesto
2021-02-01,2021,2,Febrero,31-8-8,102.59,Fertilizante compuesto
2021-02-01,2021,2,Febrero,DAP 18-46,104.62,Fertilizante simple
2021-02-01,2021,2,Febrero,KCL 0-0-60,102.38,Fertilizante simple
2021-02-01,2021,2,Febrero,SAM,99.91,Fertilizante simple
2021-02-01,2021,2,Febrero,Urea 46%,102.46,Fertilizante simple
2021-02-01,2021,2,Febrero,Urea sulfato,100.14,Fertilizante simple
2021-02-01,2021,2,Febrero,Azoxistrobin + difenoconazol,99.61,Fungicida
2021-02-01,2021,2,Febrero,Clorotalonil,99.79,Fungicida
2021-02-01,2021,2,Febrero,Difenoconazol,100.36,Fungicida
2021-02-01,2021,2,Febrero,Dimetomorf,100.35,Fungicida
2021-02-01,2021,2,Febrero,Mancozeb,100.86,Fungicida
2021-02-01,2021,2,Febrero,Mancozeb + cimoxanil,100.54,Fungicida
2021-02-01,2021,2,Febrero,Mancozeb + metalaxil-m,100.71,Fungicida
2021-02-01,2021,2,Febrero,Propineb + fluopicolide,100.35,Fungicida
2021-02-01,2021,2,Febrero,Tebuconazol + trifloxistrobin,100.07,Fungicida
2021-02-01,2021,2,Febrero,"2,4-D",100.29,Herbicida
2021-02-01,2021,2,Febrero,"2,4-D + picloram",99.89,Herbicida
2021-02-01,2021,2,Febrero,"Aminopiralid + 2,4-D",100.87,Herbicida
2021-02-01,2021,2,Febrero,Diuron,100.34,Herbicida
2021-02-01,2021,2,Febrero,Glifosato,100.08,Herbicida
2021-02-01,2021,2,Febrero,Glufosinato de amonio,99.8,Herbicida
2021-02-01,2021,2,Febrero,Metsulfuron metil,100.31,Herbicida
2021-02-01,2021,2,Febrero,Oxadiazon,100.53,Herbicida
2021-02-01,2021,2,Febrero,Paraquat,99.87,Herbicida
2021-02-01,2021,2,Febrero,Pendimetalin,100.0,Herbicida
2021-02-01,2021,2,Febrero,Picloram,99.19,Herbicida
2021-02-01,2021,2,Febrero,Propanil,100.16,Herbicida
2021-02-01,2021,2,Febrero,Abamectina,99.73,Insecticida
2021-02-01,2021,2,Febrero,Cipermetrina,99.35,Insecticida
2021-02-01,2021,2,Febrero,Clorpirifos,101.07,Insecticida
2021-02-01,2021,2,Febrero,Fipronil,100.2,Insecticida
2021-02-01,2021,2,Febrero,Imidacloprid,100.32,Insecticida
2021-02-01,2021,2,Febrero,Metomil,99.97,Insecticida
2021-02-01,2021,2,Febrero,Profenofos,100.47,Insecticida
2021-02-01,2021,2,Febrero,Profenofos + cipermetrina,101.12,Insecticida
2021-02-01,2021,2,Febrero,Tiametoxam + lambdacihalotrina,100.24,Insecticida
2021-03-01,2021,3,Marzo,10-20-30,104.87,Fertilizante compuesto
2021-03-01,2021,3,Marzo,12-24-12,108.1,Fertilizante compuesto
2021-03-01,2021,3,Marzo,13-26-6,110.47,Fertilizante compuesto
2021-03-01,2021,3,Marzo,15-15-15,105.47,Fertilizante compuesto
2021-03-01,2021,3,Marzo,15-4-23,105.2,Fertilizante compuesto
2021-03-01,2021,3,Marzo,17-6-18-2,106.31,Fertilizante compuesto
2021-03-01,2021,3,Marzo,18-18-18,116.03,Fertilizante compuesto
2021-03-01,2021,3,Marzo,25-4-24,112.51,Fertilizante compuesto
2021-03-01,2021,3,Marzo,28-4-0-6,108.3,Fertilizante compuesto
2021-03-01,2021,3,Marzo,31-8-8,111.05,Fertilizante compuesto
2021-03-01,2021,3,Marzo,DAP 18-46,115.73,Fertilizante simple
2021-03-01,2021,3,Marzo,KCL 0-0-60,102.19,Fertilizante simple
2021-03-01,2021,3,Marzo,SAM,102.06,Fertilizante simple
2021-03-01,2021,3,Marzo,Urea 46%,113.54,Fertilizante simple
2021-03-01,2021,3,Marzo,Urea sulfato,117.76,Fertilizante simple
2021-03-01,2021,3,Marzo,Azoxistrobin + difenoconazol,99.91,Fungicida
2021-03-01,2021,3,Marzo,Clorotalonil,99.89,Fungicida
2021-03-01,2021,3,Marzo,Difenoconazol,100.32,Fungicida
2021-03-01,2021,3,Marzo,Dimetomorf,100.58,Fungicida
2021-03-01,2021,3,Marzo,Mancozeb,101.79,Fungicida
2021-03-01,2021,3,Marzo,Mancozeb + cimoxanil,102.11,Fungicida
2021-03-01,2021,3,Marzo,Mancozeb + metalaxil-m,100.84,Fungicida
2021-03-01,2021,3,Marzo,Propineb + fluopicolide,101.01,Fungicida
